GPS Date,8/4/2016,,,,,,,,,,,,,,,,,,,,,,,
GPS Time,21:35:19,,,,,,,,,,,,,,,,,,,,,,,
speedK,0.1,,,,,,,,,,,,,,,,,,,,,,,
speedI,0.3,,,,,,,,,,,,,,,,,,,,,,,
speedD,0,,,,,,,,,,,,,,,,,,,,,,,
angleK,4,,,,,,,,,,,,,,,,,,,,,,,
angleI,0.3,,,,,,,,,,,,,,,,,,,,,,,
angleD,25,,,,,,,,,,,,,,,,,,,,,,,
mode,1,,,,,,,,,,,,,,,,,,,,,,,
compassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
CANcompassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
fixPointLat,44.39710999,,,,,,,,,,,,,,,,,,,,,,,
fixPointLon,-110.5308838,,,,,,,,,,,,,,,,,,,,,,,
Time [ms],goalAngle [deg],Compass [deg],GPS Course [deg],CANcompassHeading [deg],ekfYawAngle,integral [deg],rateGyro [deg/s],ekfYawRate [deg/s],angleSetting,goalSpeed [mph],GPSspeed [mph],CANGPSspeed [mph],ekfSpeed [mph],speedAdjust,speedSetting,rightMotor,leftMotor,gps.location.lat,gps.location.lng,distanceToFixPoint [m],courseToFixPoint [deg],fig8phase,fig8timer,turnSetting
3883987,264.92,262.1,277.52,139.1,264.99,90.974,-1.4,-1.352,-6,2.2,2.27,1.15,2.27,0,48,136,144,44.39551926,-110.5327301,9.1,41.77,0,3883737,10
3884037,264.97,262.1,277.52,139.1,265.05,90.978,-1.454,-1.369,-7,2.2,2.27,1.15,2.27,0,48,137,143,44.39551926,-110.5327301,9.1,41.77,0,3883787,10
3884087,265.02,262.1,277.52,139.1,265.1,90.984,-1.576,-1.407,-8,2.2,2.27,1.15,2.27,0,48,138,142,44.39551926,-110.5327301,9.1,41.77,0,3883837,10
3884137,265.07,262.1,277.52,139.3,265.15,90.989,-1.511,-1.425,-8,2.2,2.27,1.15,2.27,0,48,138,142,44.39551926,-110.5327377,9.1,41.77,0,3883887,10
3884187,265.12,260.3,277.52,139.3,265.21,90.994,-1.503,-1.437,-9,2.2,2.27,1.15,2.27,0,48,139,141,44.39551926,-110.5327377,9.1,41.77,0,3883937,10
3884237,265.17,260.3,277.52,139.3,265.27,90.998,-1.553,-1.457,-9,2.2,2.27,1.15,2.27,0,48,139,141,44.39551926,-110.5327377,9.1,41.77,0,3883987,10
3884287,265.22,260.3,277.52,139.3,265.33,91.001,-1.576,-1.477,-10,2.2,2.27,1.15,2.27,0,48,140,140,44.39551926,-110.5327377,9.1,41.77,0,3884037,10
3884337,265.27,260.3,277.52,139.2,265.39,91.003,-1.568,-1.492,-10,2.2,2.27,1.15,2.27,0,48,140,140,44.39551926,-110.5327377,9.1,41.77,0,3884087,10
3884387,265.32,260.9,277.52,139.2,265.46,91.002,-1.492,-1.49,-10,2.2,2.27,1.15,2.27,0,48,140,140,44.39551926,-110.5327377,9.1,41.77,0,3884137,10
3884437,265.37,260.9,277.52,139.2,265.54,90.998,-1.366,-1.464,-10,2.2,2.27,1.15,2.27,0,48,140,140,44.39551926,-110.5327377,9.1,41.77,0,3884187,10
3884487,265.42,260.9,277.52,139.2,265.62,90.992,-1.397,-1.449,-9,2.2,2.27,1.15,2.27,0,48,139,141,44.39551926,-110.5327377,9.1,41.77,0,3884237,10
3884537,265.47,260.9,277.52,139.6,265.72,90.981,-1.206,-1.401,-8,2.2,2.27,1.15,2.27,0,48,138,142,44.39552307,-110.5327454,9.1,41.77,0,3884287,10
3884587,265.52,258.1,277.52,139.6,265.81,90.966,-1.168,-1.354,-7,2.2,2.27,1.15,2.27,0,48,137,143,44.39552307,-110.5327454,9.1,41.77,0,3884337,10
3884637,265.57,258.1,277.52,138.9,265.91,90.948,-1.008,-1.285,-6,2.2,2.27,1.15,2.27,0,48,136,144,44.39552307,-110.5327454,9.1,41.77,0,3884387,10
3884687,265.62,258.1,277.52,138.9,265.99,90.926,-1.015,-1.231,-4,2.2,2.27,1.15,2.27,0,48,134,146,44.39552307,-110.5327454,9.1,41.77,0,3884437,10
3884737,265.67,258.1,277.52,139.2,266.08,90.902,-0.92,-1.168,-3,2.2,2.27,1.15,2.27,0,48,133,147,44.39552307,-110.5327454,9.1,41.77,0,3884487,10
3884787,265.72,262.2,277.52,139.2,266.16,90.88,-0.92,-1.12,-2,2.2,2.27,1.15,2.27,0,48,132,148,44.39552307,-110.5327454,9.1,41.77,0,3884537,10
3884837,265.77,262.2,277.52,139.2,266.26,90.853,-0.74,-1.047,0,2.2,2.27,1.15,2.27,0,48,130,150,44.39552307,-110.5327454,9.1,41.77,0,3884587,10
3884887,265.82,262.2,277.52,139.2,266.34,90.822,-0.718,-0.983,0,2.2,2.27,1.15,2.27,0,48,130,150,44.39552307,-110.5327454,9.1,41.77,0,3884637,10
3884937,265.87,262.2,277.52,139.2,266.4,90.789,-0.863,-0.958,1,2.2,2.27,1.15,2.27,0,48,129,151,44.39552307,-110.5327454,9.1,41.77,0,3884688,10
3884987,265.92,262.7,277.52,140,266.47,90.752,-0.729,-0.913,2,2.2,2.27,1.15,2.27,0,48,128,152,44.39552307,-110.5327454,9.1,41.77,0,3884737,10
3885037,265.97,262.7,277.52,140,266.53,90.714,-0.782,-0.887,2,2.2,2.27,1.15,2.27,0,48,128,152,44.39552307,-110.5327454,9.1,41.77,0,3884787,10
3885087,266.02,262.7,277.52,140,266.59,90.675,-0.649,-0.84,3,2.2,2.27,1.15,2.27,0,48,127,153,44.39552307,-110.5327454,9.1,41.77,0,3884837,10
3885137,266.07,262.7,277.52,140,266.65,90.636,-0.683,-0.809,4,2.2,2.27,1.15,2.27,0,48,126,154,44.39552307,-110.532753,9.1,41.77,0,3884887,10
3885187,266.12,256.7,277.52,139.8,266.69,90.596,-0.699,-0.784,5,2.2,2.27,1.15,2.27,0,48,125,155,44.39552307,-110.532753,9.1,41.77,0,3884937,10
3885237,266.17,256.7,277.52,139.8,266.73,90.558,-0.782,-0.779,5,2.2,2.27,1.15,2.27,0,48,125,155,44.39552307,-110.532753,9.1,41.77,0,3884987,10
3885287,266.22,256.7,277.52,139.8,266.76,90.521,-0.763,-0.771,5,2.2,2.27,1.15,2.27,0,48,125,155,44.39552307,-110.532753,9.1,41.77,0,3885037,10
3885337,266.27,256.7,277.52,139.8,266.79,90.486,-0.809,-0.773,5,2.2,2.27,1.15,2.27,0,48,125,155,44.39552307,-110.532753,9.1,41.77,0,3885087,10
3885387,266.32,262.9,277.52,140.1,266.83,90.453,-0.779,-0.772,5,2.2,2.27,1.15,2.27,0,48,125,155,44.39552307,-110.532753,9.1,41.77,0,3885137,10
3885437,266.37,262.9,277.52,140.1,266.86,90.421,-0.794,-0.775,5,2.2,2.27,1.15,2.27,0,48,125,155,44.39552307,-110.532753,9.1,41.77,0,3885187,10
3885487,266.42,262.9,277.52,140.1,266.9,90.396,-0.752,-0.768,5,2.2,2.27,1.15,2.27,0,48,125,155,44.39552307,-110.532753,9.1,41.77,0,3885237,10
3885537,266.47,262.9,277.52,140.1,266.94,90.371,-0.752,-0.763,6,2.2,2.27,1.15,2.27,0,48,124,156,44.39552307,-110.532753,9.1,41.77,0,3885287,10
3885587,266.52,264.8,277.52,140.5,266.97,90.345,-0.828,-0.775,5,2.2,2.27,1.15,2.27,0,48,125,155,44.39552307,-110.532753,9.1,41.77,0,3885337,10
3885637,266.57,264.8,277.52,140.5,266.99,90.32,-0.866,-0.791,5,2.2,2.27,1.15,2.27,0,48,125,155,44.39552307,-110.532753,9.1,41.77,0,3885387,10
3885687,266.62,264.8,277.52,141.1,267.02,90.294,-0.939,-0.818,5,2.2,2.27,1.15,2.27,0,48,125,155,44.39552307,-110.532753,9.1,41.77,0,3885437,10
3885737,266.67,264.8,277.52,141.1,267.05,90.27,-0.901,-0.832,4,2.2,2.27,1.15,2.27,0,48,126,154,44.39552307,-110.5327606,9.1,41.77,0,3885487,10
3885787,266.72,263,285.75,140.5,267.07,90.246,-1.042,-0.87,3,2.2,2.27,1.15,2.27,0,48,127,153,44.39552307,-110.5327606,9.1,41.77,0,3885538,10
3885837,266.77,263,285.75,140.5,267.09,90.223,-1.027,-0.897,3,2.2,2.27,1.15,2.27,0,48,127,153,44.39552307,-110.5327606,9.1,41.77,0,3885587,10
3885887,266.82,263,285.75,140.5,267.1,90.202,-1.187,-0.95,2,2.2,2.27,1.15,2.27,0,48,128,152,44.39552307,-110.5327606,9.1,41.77,0,3885637,10
3885937,266.87,263,285.75,140.7,267.13,90.183,-1.156,-0.987,1,2.2,2.27,1.15,2.27,0,48,129,151,44.39552307,-110.5327606,9.1,41.77,0,3885687,10
3885987,266.92,262.6,285.75,140.7,267.13,90.167,-1.4,-1.062,0,2.2,2.27,1.15,2.27,0,48,130,150,44.39552307,-110.5327606,9.1,41.77,0,3885737,10
3886037,266.97,262.6,285.75,140.7,267.15,90.153,-1.336,-1.111,-1,2.2,2.27,1.15,2.27,0,48,131,149,44.39552307,-110.5327606,9.1,41.77,0,3885787,10
3886087,267.02,262.6,285.75,140.7,267.17,90.142,-1.423,-1.168,-2,2.2,2.27,1.15,2.27,0,48,132,148,44.39552307,-110.5327606,9.1,41.77,0,3885837,10
3886137,267.07,262.6,285.75,140.7,267.2,90.134,-1.431,-1.215,-3,2.2,2.27,1.15,2.27,0,48,133,147,44.39552307,-110.5327683,9.1,41.77,0,3885887,10
3886187,267.12,265.3,285.75,140.1,267.23,90.127,-1.458,-1.26,-4,2.2,2.27,1.15,2.27,0,48,134,146,44.39552307,-110.5327683,9.1,41.77,0,3885937,10
3886237,267.17,265.3,285.75,140.1,267.28,90.121,-1.393,-1.284,-5,2.2,2.27,1.15,2.27,0,48,135,145,44.39552307,-110.5327683,9.1,41.77,0,3885987,10
3886287,267.22,265.3,285.75,140.4,267.33,90.117,-1.416,-1.308,-6,2.2,2.27,1.15,2.27,0,48,136,144,44.39552307,-110.5327683,9.1,41.77,0,3886037,10
3886337,267.27,265.3,285.75,140.4,267.39,90.113,-1.397,-1.323,-6,2.2,2.27,1.15,2.27,0,48,136,144,44.39552307,-110.5327683,9.1,41.77,0,3886087,10
3886387,267.32,254.3,285.75,140.4,267.44,90.11,-1.332,-1.319,-6,2.2,2.27,1.15,2.27,0,48,136,144,44.39552307,-110.5327683,9.1,41.77,0,3886137,10
3886437,267.37,254.3,285.75,140.4,267.5,90.106,-1.294,-1.308,-6,2.2,2.27,1.15,2.27,0,48,136,144,44.39552307,-110.5327683,9.1,41.77,0,3886187,10
3886487,267.42,254.3,285.75,140.3,267.57,90.102,-1.244,-1.289,-5,2.2,2.27,1.15,2.27,0,48,135,145,44.39552307,-110.5327683,9.1,41.77,0,3886237,10
3886537,267.47,254.3,285.75,140.3,267.63,90.098,-1.225,-1.271,-5,2.2,2.27,1.15,2.27,0,48,135,145,44.39552689,-110.5327683,9.1,41.77,0,3886287,10
3886587,267.52,262.3,285.75,140.4,267.7,90.093,-1.179,-1.251,-4,2.2,2.27,1.15,2.27,0,48,134,146,44.39552689,-110.5327683,9.1,41.77,0,3886337,10
3886637,267.57,262.3,285.75,140.4,267.76,90.087,-1.248,-1.248,-4,2.2,2.27,1.15,2.27,0,48,134,146,44.39552689,-110.5327683,9.1,41.77,0,3886387,10
3886687,267.62,262.3,285.75,140.5,267.82,90.082,-1.225,-1.241,-4,2.2,2.27,1.15,2.27,0,48,134,146,44.39552689,-110.5327683,9.1,41.77,0,3886437,10
3886737,267.67,262.3,285.75,140.5,267.89,90.077,-1.183,-1.227,-4,2.2,2.27,1.15,2.27,0,48,134,146,44.39552689,-110.5327759,9.1,41.77,0,3886487,10
3886787,267.72,265.6,285.94,140.7,267.94,90.071,-1.244,-1.23,-4,2.2,2.17,1.15,2.27,0,48,134,146,44.39552689,-110.5327759,9.1,41.77,0,3886538,10
3886837,267.77,265.6,285.94,140.7,268,90.065,-1.286,-1.239,-4,2.2,2.17,1.15,2.26,0,48,134,146,44.39552689,-110.5327759,9.1,41.77,0,3886587,10
3886887,267.82,265.6,285.94,140.7,268.06,90.057,-1.202,-1.231,-4,2.2,2.17,1.15,2.26,0,48,134,146,44.39552689,-110.5327759,9.1,41.77,0,3886637,10
3886937,267.87,265.6,285.94,140.7,268.13,90.049,-1.21,-1.226,-4,2.2,2.17,1.15,2.26,0,48,134,146,44.39552689,-110.5327759,9.1,41.77,0,3886687,10
3886987,267.92,261,285.94,141.7,268.18,90.041,-1.217,-1.221,-4,2.2,2.17,1.15,2.25,0,48,134,146,44.39552689,-110.5327759,9.1,41.77,0,3886737,10
3887037,267.97,261,285.94,141.7,268.24,90.031,-1.24,-1.221,-4,2.2,2.17,1.15,2.25,0,48,134,146,44.39552689,-110.5327759,9.1,41.77,0,3886787,10
3887087,268.02,261,285.94,141.7,268.3,90.021,-1.202,-1.214,-4,2.2,2.17,1.15,2.25,0,48,134,146,44.39552689,-110.5327759,9.1,41.77,0,3886837,10
3887137,268.07,261,285.94,141.7,268.35,90.01,-1.24,-1.215,-4,2.2,2.17,1.15,2.24,0,48,134,146,44.39552689,-110.5327759,9.1,41.77,0,3886887,10
3887187,268.12,264.5,285.94,142,268.42,89.997,-1.107,-1.193,-4,2.2,2.17,1.15,2.24,0,48,134,146,44.39552689,-110.5327759,9.1,41.77,0,3886937,10
3887237,268.17,264.5,285.94,142,268.59,89.977,-0.134,-0.992,0,2.2,2.17,1.15,2.24,0,48,130,150,44.39552689,-110.5327759,9.1,41.77,0,3886987,10
3887287,268.22,264.5,285.94,141.5,268.63,89.958,-1.053,-1.002,0,2.2,2.17,1.15,2.23,0,48,130,150,44.39552689,-110.5327759,9.1,41.77,0,3887037,10
3887337,268.27,264.5,285.94,141.5,268.67,89.938,-1.084,-1.015,0,2.2,2.17,1.15,2.23,0,48,130,150,44.39552689,-110.5327835,9.1,41.77,0,3887087,10
3887387,268.32,263.2,285.94,141.9,268.72,89.917,-0.992,-1.008,0,2.2,2.17,1.15,2.23,0,48,130,150,44.39552689,-110.5327835,9.1,41.77,0,3887137,10
3887437,268.37,263.2,285.94,141.9,268.77,89.894,-0.958,-0.996,0,2.2,2.17,1.15,2.23,0,48,130,150,44.39552689,-110.5327835,9.1,41.77,0,3887187,10
3887487,268.42,263.2,285.94,142.4,268.82,89.87,-0.969,-0.988,0,2.2,2.17,1.15,2.22,0,48,130,150,44.39552689,-110.5327835,9.1,41.77,0,3887237,10
3887537,268.47,263.2,285.94,142.4,268.87,89.845,-0.958,-0.98,0,2.2,2.17,1.15,2.22,0,48,130,150,44.3955307,-110.5327835,9.1,41.77,0,3887287,10
3887587,268.52,263.5,285.94,142.6,268.92,89.818,-0.863,-0.955,1,2.2,2.17,1.15,2.22,0,48,129,151,44.3955307,-110.5327835,9.1,41.77,0,3887337,10
3887637,268.57,263.5,285.94,142.6,268.98,89.79,-0.843,-0.932,1,2.2,2.17,1.15,2.22,0,48,129,151,44.3955307,-110.5327835,9.1,41.77,0,3887387,10
3887687,268.62,263.5,285.94,142.2,269.02,89.762,-0.958,-0.934,1,2.2,2.17,1.15,2.22,0,48,129,151,44.3955307,-110.5327835,9.1,41.77,0,3887437,10
3887737,268.67,263.5,285.94,142.2,269.07,89.733,-0.885,-0.922,2,2.2,2.17,1.15,2.21,0,48,128,152,44.3955307,-110.5327835,9.1,41.77,0,3887487,10
3887787,268.72,261.5,285.94,142.2,269.11,89.703,-0.946,-0.923,2,2.2,2.17,1.15,2.21,0,48,128,152,44.3955307,-110.5327835,9.1,41.77,0,3887537,10
3887837,268.77,261.5,285.94,142.2,269.15,89.674,-0.905,-0.916,2,2.2,2.17,1.15,2.21,0,48,128,152,44.3955307,-110.5327835,9.1,41.77,0,3887587,10
3887887,268.82,261.5,285.94,142.2,269.2,89.644,-0.84,-0.898,2,2.2,2.17,1.15,2.21,0,48,128,152,44.3955307,-110.5327835,9.1,41.77,0,3887637,10
3887937,268.87,261.5,285.94,142.2,269.23,89.615,-0.966,-0.907,2,2.2,2.17,1.15,2.21,0,48,128,152,44.3955307,-110.5327911,9.1,41.77,0,3887687,10
3887987,268.92,265.4,285.94,141.6,269.29,89.585,-0.824,-0.89,3,2.2,2.17,1.15,2.21,0,48,127,153,44.3955307,-110.5327911,9.1,41.77,0,3887737,10
3888037,268.97,265.4,285.94,141.6,269.33,89.555,-0.836,-0.878,3,2.2,2.17,1.15,2.21,0,48,127,153,44.3955307,-110.5327911,9.1,41.77,0,3887787,10
3888087,269.02,265.4,285.94,141.7,269.38,89.526,-0.836,-0.868,3,2.2,2.17,1.15,2.2,0,48,127,153,44.3955307,-110.5327911,9.1,41.77,0,3887837,10
3888137,269.07,265.4,285.94,141.7,269.42,89.499,-0.855,-0.864,3,2.2,2.17,1.15,2.2,0,48,127,153,44.3955307,-110.5327911,9.1,41.77,0,3887887,10
3888187,269.12,265.5,285.94,142.1,269.47,89.473,-0.805,-0.851,4,2.2,2.17,1.15,2.2,0,48,126,154,44.3955307,-110.5327911,9.1,41.77,0,3887937,10
3888237,269.17,265.5,285.94,142.1,269.51,89.449,-0.828,-0.845,4,2.2,2.17,1.15,2.2,0,48,126,154,44.3955307,-110.5327911,9.1,41.77,0,3887987,10
3888287,269.22,265.5,285.94,142.1,269.56,89.426,-0.74,-0.823,4,2.2,2.17,1.15,2.2,0,48,126,154,44.3955307,-110.5327911,9.1,41.77,0,3888037,10
3888337,269.27,265.5,285.94,142.1,269.6,89.404,-0.786,-0.814,5,2.2,2.17,1.15,2.2,0,48,125,155,44.3955307,-110.5327911,9.1,41.77,0,3888087,10
3888387,269.32,266.6,285.94,142.1,269.65,89.384,-0.775,-0.805,5,2.2,2.17,1.15,2.2,0,48,125,155,44.3955307,-110.5327911,9.1,41.77,0,3888137,10
3888437,269.37,266.6,285.94,142.1,269.68,89.365,-0.874,-0.817,5,2.2,2.17,1.15,2.2,0,48,125,155,44.3955307,-110.5327911,9.1,41.77,0,3888187,10
3888487,269.42,266.6,285.94,142.1,269.71,89.347,-0.859,-0.823,5,2.2,2.17,1.15,2.2,0,48,125,155,44.3955307,-110.5327911,9.1,41.77,0,3888237,10
3888537,269.47,266.6,285.94,142.1,269.74,89.329,-0.935,-0.843,4,2.2,2.17,1.15,2.19,0,48,126,154,44.3955307,-110.5327988,9.1,41.77,0,3888287,10
3888587,269.52,263.3,285.94,142.1,269.76,89.313,-1.034,-0.876,3,2.2,2.17,1.15,2.19,0,48,127,153,44.3955307,-110.5327988,9.1,41.77,0,3888337,10
3888637,269.57,263.3,285.94,142.1,269.78,89.297,-1.053,-0.906,3,2.2,2.17,1.15,2.19,0,48,127,153,44.3955307,-110.5327988,9.1,41.77,0,3888387,10
3888687,269.62,263.3,285.94,142.5,269.79,89.282,-1.194,-0.957,2,2.2,2.17,1.15,2.19,0,48,128,152,44.3955307,-110.5327988,9.1,41.77,0,3888437,10
3888737,269.67,263.3,285.94,142.5,269.81,89.268,-1.225,-1.004,1,2.2,2.17,1.15,2.19,0,48,129,151,44.3955307,-110.5327988,9.1,41.77,0,3888487,10
3888787,269.72,267.8,285.94,143,269.83,89.254,-1.229,-1.046,0,2.2,2.17,1.15,2.19,0,48,130,150,44.3955307,-110.5327988,9.1,41.77,0,3888537,10
3888837,269.77,267.8,285.94,143,269.86,89.24,-1.317,-1.095,0,2.2,2.17,1.15,2.19,0,48,130,150,44.3955307,-110.5327988,9.1,41.77,0,3888587,10
3888887,269.82,267.8,285.94,143,269.89,89.227,-1.305,-1.134,-1,2.2,2.17,1.15,2.19,0,48,131,149,44.3955307,-110.5327988,9.1,41.77,0,3888637,10
3888937,269.87,267.8,285.94,143,269.92,89.214,-1.343,-1.172,-2,2.2,2.17,1.15,2.19,0,48,132,148,44.3955307,-110.5327988,9.1,41.77,0,3888687,10
3888987,269.92,264,285.94,142.8,269.95,89.203,-1.427,-1.217,-3,2.2,2.17,1.15,2.19,0,48,133,147,44.3955307,-110.5327988,9.1,41.77,0,3888737,10
3889037,269.97,264,285.94,142.8,269.99,89.192,-1.404,-1.25,-4,2.2,2.17,1.15,2.19,0,48,134,146,44.3955307,-110.5327988,9.1,41.77,0,3888787,10
3889087,270.02,264,285.94,143.6,270.04,89.181,-1.324,-1.261,-4,2.2,2.17,1.15,2.19,0,48,134,146,44.3955307,-110.5327988,9.1,41.77,0,3888837,10
3889137,270.07,264,285.94,143.6,270.08,89.171,-1.469,-1.297,-5,2.2,2.17,1.15,2.19,0,48,135,145,44.39553452,-110.5328064,9.1,41.77,0,3888887,10
3889187,270.12,265.6,285.94,143.1,270.13,89.163,-1.374,-1.309,-6,2.2,2.17,1.15,2.19,0,48,136,144,44.39553452,-110.5328064,9.1,41.77,0,3888937,10
3889237,270.17,265.6,285.94,143.1,270.18,89.157,-1.439,-1.331,-6,2.2,2.17,1.15,2.19,0,48,136,144,44.39553452,-110.5328064,9.1,41.77,0,3888987,10
3889287,270.22,265.6,285.94,142.9,270.24,89.153,-1.355,-1.334,-6,2.2,2.17,1.15,2.18,0,48,136,144,44.39553452,-110.5328064,9.1,41.77,0,3889037,10
3889337,270.27,265.6,285.94,142.9,270.3,89.151,-1.416,-1.347,-7,2.2,2.17,1.15,2.18,0,48,137,143,44.39553452,-110.5328064,9.1,41.77,0,3889087,10
3889387,270.32,264.5,285.94,142.9,270.36,89.151,-1.339,-1.343,-6,2.2,2.17,1.15,2.18,0,48,136,144,44.39553452,-110.5328064,9.1,41.77,0,3889137,10
3889437,270.37,264.5,285.94,142.9,270.43,89.152,-1.275,-1.327,-6,2.2,2.17,1.15,2.18,0,48,136,144,44.39553452,-110.5328064,9.1,41.77,0,3889187,10
3889487,270.42,264.5,285.94,143.2,270.5,89.154,-1.259,-1.311,-6,2.2,2.17,1.15,2.18,0,48,136,144,44.39553452,-110.5328064,9.1,41.77,0,3889237,10
3889537,270.47,264.5,285.94,143.2,270.56,89.158,-1.305,-1.307,-6,2.2,2.17,1.15,2.18,0,48,136,144,44.39553452,-110.5328064,9.1,41.77,0,3889287,10
3889587,270.52,263.5,285.94,143.1,270.64,89.162,-1.179,-1.28,-5,2.2,2.17,1.15,2.18,0,48,135,145,44.39553452,-110.5328064,9.1,41.77,0,3889337,10
3889637,270.57,263.5,285.94,143.1,270.7,89.165,-1.229,-1.267,-5,2.2,2.17,1.15,2.18,0,48,135,145,44.39553452,-110.5328064,9.1,41.77,0,3889387,10
3889687,270.62,263.5,285.94,142.7,270.78,89.168,-1.137,-1.239,-4,2.2,2.17,1.15,2.18,0,48,134,146,44.39553452,-110.5328064,9.1,41.77,0,3889437,10
3889737,270.67,263.5,285.94,142.7,270.84,89.169,-1.126,-1.214,-4,2.2,2.17,1.15,2.18,0,48,134,146,44.39553452,-110.532814,9.1,41.77,0,3889487,10
3889787,270.72,268.7,285.92,143,270.92,89.169,-1.03,-1.179,-3,2.2,2.14,1.15,2.18,0,48,133,147,44.39553452,-110.532814,9.1,41.77,0,3889538,10
3889837,270.77,268.7,285.92,143,271,89.166,-1.008,-1.146,-2,2.2,2.14,1.15,2.18,0,48,132,148,44.39553452,-110.532814,9.1,41.77,0,3889587,10
3889887,270.82,268.7,285.92,143,271.07,89.16,-0.988,-1.115,-2,2.2,2.14,1.15,2.18,0,48,132,148,44.39553452,-110.532814,9.1,41.77,0,3889637,10
3889937,270.87,268.7,285.92,143,271.15,89.151,-0.905,-1.074,-1,2.2,2.14,1.15,2.18,0,48,131,149,44.39553452,-110.532814,9.1,41.77,0,3889687,10
3889987,270.92,268.4,285.92,143.3,271.22,89.137,-0.885,-1.037,0,2.2,2.14,1.15,2.17,0,48,130,150,44.39553452,-110.532814,9.1,41.77,0,3889737,10
3890037,270.97,268.4,285.92,143.3,271.3,89.119,-0.763,-0.985,0,2.2,2.14,1.15,2.17,0,48,130,150,44.39553452,-110.532814,9.1,41.77,0,3889787,10
3890087,271.02,268.4,285.92,143.2,271.38,89.097,-0.657,-0.922,2,2.2,2.14,1.15,2.17,0,48,128,152,44.39553452,-110.532814,9.1,41.77,0,3889837,10
3890137,271.07,268.4,285.92,143.2,271.45,89.071,-0.702,-0.879,3,2.2,2.14,1.15,2.17,0,48,127,153,44.39553452,-110.532814,9.1,41.77,0,3889887,10
3890187,271.12,271.7,285.92,144.4,271.51,89.041,-0.691,-0.844,4,2.2,2.14,1.15,2.17,0,48,126,154,44.39553452,-110.532814,9.1,41.77,0,3889937,10
3890237,271.17,271.7,285.92,144.4,271.56,89.009,-0.721,-0.821,4,2.2,2.14,1.15,2.17,0,48,126,154,44.39553452,-110.532814,9.1,41.77,0,3889987,10
3890287,271.22,271.7,285.92,144.4,271.61,88.975,-0.729,-0.804,5,2.2,2.14,1.15,2.17,0,48,125,155,44.39553452,-110.532814,9.1,41.77,0,3890037,10
3890337,271.27,271.7,285.92,144.4,271.67,88.94,-0.699,-0.784,5,2.2,2.14,1.15,2.17,0,48,125,155,44.39553833,-110.532814,9.1,41.77,0,3890087,10
3890387,271.32,265.3,285.92,144.8,271.71,88.906,-0.725,-0.77,5,2.2,2.14,1.15,2.16,0,48,125,155,44.39553833,-110.532814,9.1,41.77,0,3890137,10
3890437,271.37,265.3,285.92,144.8,271.74,88.874,-0.763,-0.766,6,2.2,2.14,1.15,2.16,0,48,124,156,44.39553833,-110.532814,9.1,41.77,0,3890187,10
3890487,271.42,265.3,285.92,144.5,271.78,88.843,-0.763,-0.762,6,2.2,2.14,1.15,2.16,0,48,124,156,44.39553833,-110.532814,9.1,41.77,0,3890237,10
3890537,271.47,265.3,285.92,144.5,271.81,88.816,-0.809,-0.768,6,2.2,2.14,1.15,2.16,0,48,124,156,44.39553833,-110.5328217,9.1,41.77,0,3890287,10
3890587,271.52,268.2,285.92,144.3,271.84,88.792,-0.832,-0.778,5,2.2,2.14,1.15,2.16,0,48,125,155,44.39553833,-110.5328217,9.1,41.77,0,3890337,10
3890637,271.57,268.2,285.92,144.3,271.86,88.772,-0.924,-0.804,5,2.2,2.14,1.15,2.16,0,48,125,155,44.39553833,-110.5328217,9.1,41.77,0,3890387,10
3890687,271.62,268.2,285.92,145,271.89,88.757,-0.893,-0.819,5,2.2,2.14,1.15,2.16,0,48,125,155,44.39553833,-110.5328217,9.1,41.77,0,3890437,10
3890737,271.67,268.2,285.92,145,271.92,88.745,-0.866,-0.826,4,2.2,2.14,1.15,2.16,0,48,126,154,44.39553833,-110.5328217,9.1,41.77,0,3890487,10
3890787,271.72,270.4,285.92,145.2,271.94,88.737,-1.019,-0.862,4,2.2,2.14,1.15,2.16,0,48,126,154,44.39553833,-110.5328217,9.1,41.77,0,3890537,10
3890837,271.77,270.4,285.92,145.2,271.97,88.733,-0.931,-0.874,3,2.2,2.14,1.15,2.16,0,48,127,153,44.39553833,-110.5328217,9.1,41.77,0,3890587,10
3890887,271.82,270.4,285.92,145.2,272,88.731,-1.057,-0.908,3,2.2,2.14,1.15,2.16,0,48,127,153,44.39553833,-110.5328217,9.1,41.77,0,3890637,10
3890937,271.87,270.4,285.92,145.2,272.03,88.73,-1.015,-0.927,2,2.2,2.14,1.15,2.16,0,48,128,152,44.39553833,-110.5328217,9.1,41.77,0,3890687,10
3890987,271.92,266.2,285.92,145.2,272.06,88.731,-1.027,-0.943,2,2.2,2.14,1.15,2.15,0,48,128,152,44.39553833,-110.5328217,9.1,41.77,0,3890737,10
3891037,271.97,266.2,285.92,144.8,272.08,88.732,-1.183,-0.985,1,2.2,2.14,1.15,2.15,0,48,129,151,44.39553833,-110.5328217,9.1,41.77,0,3890787,10
3891087,272.02,266.2,285.92,144.8,272.11,88.734,-1.194,-1.022,0,2.2,2.14,1.15,2.15,0,48,130,150,44.39553833,-110.5328217,9.1,41.77,0,3890837,10
3891137,272.07,266.2,285.92,145.3,272.14,88.733,-1.194,-1.051,0,2.2,2.14,1.15,2.15,0,48,130,150,44.39553833,-110.5328293,9.1,41.77,0,3890887,10
